5.745239,0.000000,-2.552540
5.661506,0.000000,-2.131589
5.423056,0.000000,-1.774723
5.066191,0.000000,-1.536273
4.645239,0.000000,-1.452540
4.224287,0.000000,-1.536273
3.867421,0.000000,-1.774723
3.628971,0.000000,-2.131589
3.545239,0.000000,-2.552540
3.628971,0.000000,-2.973492
3.867421,0.000000,-3.330358
4.224287,0.000000,-3.568808
4.645239,0.000000,-3.652540
5.066191,0.000000,-3.568808
5.423056,0.000000,-3.330358
5.661506,0.000000,-2.973492
5.745239,0.000000,-2.552540

3.034644,3.824131,-2.809368
2.983856,3.760131,-2.398621
2.839227,3.577875,-2.050406
2.622773,3.305109,-1.817737
2.367448,2.983360,-1.736034
2.112124,2.661610,-1.817737
1.895670,2.388844,-2.050406
1.751041,2.206588,-2.398621
1.700253,2.142588,-2.809368
1.751041,2.206588,-3.220115
1.895670,2.388844,-3.568330
2.112124,2.661610,-3.800999
2.367448,2.983360,-3.882702
2.622773,3.305109,-3.800999
2.839227,3.577875,-3.568330
2.983856,3.760131,-3.220115
3.034644,3.824131,-2.809368

-0.944754,4.049463,-2.906779
-0.926652,3.971874,-2.506236
-0.875103,3.750919,-2.166673
-0.797953,3.420236,-1.939784
-0.706949,3.030168,-1.860111
-0.615945,2.640101,-1.939784
-0.538795,2.309418,-2.166673
-0.487246,2.088462,-2.506236
-0.469144,2.010873,-2.906779
-0.487246,2.088462,-3.307321
-0.538795,2.309418,-3.646885
-0.615945,2.640101,-3.873774
-0.706949,3.030168,-3.953447
-0.797953,3.420236,-3.873774
-0.875103,3.750919,-3.646885
-0.926652,3.971874,-3.307321
-0.944754,4.049463,-2.906779

-3.219817,1.522097,-2.879554
-3.149622,1.488914,-2.489216
-2.949724,1.394416,-2.158303
-2.650556,1.252991,-1.937195
-2.297662,1.086168,-1.859552
-1.944768,0.919346,-1.937195
-1.645600,0.777920,-2.158303
-1.445702,0.683423,-2.489216
-1.375507,0.650240,-2.879554
-1.445702,0.683423,-3.269892
-1.645600,0.777920,-3.600804
-1.944768,0.919346,-3.821913
-2.297662,1.086168,-3.899556
-2.650556,1.252991,-3.821913
-2.949724,1.394416,-3.600804
-3.149622,1.488914,-3.269892
-3.219817,1.522097,-2.879554

-2.761100,-1.362511,-2.758917
-2.693293,-1.329051,-2.378784
-2.500196,-1.233763,-2.056522
-2.211205,-1.091156,-1.841194
-1.870318,-0.922939,-1.765581
