0.574524,0.000000,0.000000
0.552833,0.083553,0.000000
0.519814,0.160797,0.000000
0.460522,0.251584,0.000000
0.406574,0.309079,0.000000
0.325114,0.370088,0.000000
0.259066,0.403471,0.000000
0.190658,0.426025,0.000000
0.098627,0.439407,0.000000
0.031016,0.437373,0.000000
-0.054529,0.419684,0.000000
-0.113594,0.396223,0.000000
-0.167086,0.365090,0.000000
-0.228225,0.313541,0.000000
-0.265573,0.268884,0.000000
-0.303189,0.203702,0.000000
-0.321982,0.152210,0.000000
-0.332683,0.099854,0.000000
-0.334686,0.030741,0.000000
-0.327453,-0.019147,0.000000
-0.307149,-0.081185,0.000000
-0.284779,-0.123235,0.000000
-0.257133,-0.160640,0.000000
-0.213522,-0.202296,0.000000
-0.176913,-0.226829,0.000000
-0.124656,-0.250098,0.000000
-0.084080,-0.260338,0.000000
-0.043323,-0.264439,0.000000
0.009809,-0.260675,0.000000
0.047711,-0.251320,0.000000
0.094280,-0.230928,0.000000
0.125416,-0.210363,0.000000
0.152713,-0.185934,0.000000
0.182413,-0.148474,0.000000
0.199265,-0.117607,0.000000
0.214137,-0.074110,0.000000
0.219498,-0.040665,0.000000
0.219932,-0.007301,0.000000
0.213089,0.035880,0.000000
0.202699,0.066456,0.000000
0.182462,0.103701,0.000000
0.163032,0.128320,0.000000
0.140487,0.149604,0.000000
0.106507,0.172176,0.000000
0.078828,0.184396,0.000000
0.040146,0.194076,0.000000
0.010606,0.196279,0.000000
-0.018701,0.194165,0.000000
-0.056369,0.184830,0.000000
-0.082818,0.173203,0.000000
-0.114665,0.152087,0.000000
-0.135369,0.132524,0.000000
-0.157956,0.102313,0.000000
-0.170705,0.077213,0.000000
-0.179585,0.050627,0.000000
-0.185138,0.013870,0.000000
-0.184505,-0.013905,0.000000
-0.177334,-0.050077,0.000000
-0.167387,-0.075801,0.000000
-0.153777,-0.099703,0.000000
-0.130480,-0.127852,0.000000
-0.109659,-0.145583,0.000000
-0.078323,-0.163991,0.000000
-0.052826,-0.173488,0.000000
-0.026252,-0.179059,0.000000
0.009817,-0.180198,0.000000
0.036556,-0.176324,0.000000
0.070642,-0.165045,0.000000
0.094284,-0.152264,0.000000
0.115678,-0.136110,0.000000
0.139882,-0.109998,0.000000
0.154266,-0.087585,0.000000
0.167815,-0.054937,0.000000
0.173471,-0.029130,0.000000
0.175136,-0.002867,0.000000
0.171139,0.031784,0.000000
0.163610,0.056705,0.000000
0.147930,0.087397,0.000000
0.132349,0.107822,0.000000
0.113941,0.125498,0.000000
0.085834,0.144118,0.000000
0.062786,0.153984,0.000000
0.030550,0.161312,0.000000
0.006036,0.162340,0.000000
-0.018082,0.159575,0.000000
-0.048598,0.150247,0.000000
-0.069532,0.139348,0.000000
-0.093899,0.120283,0.000000
-0.108979,0.103158,0.000000
-0.120957,0.084173,0.000000
-0.131728,0.056934,0.000000
-0.135762,0.035820,0.000000
-0.135765,0.007878,0.000000
-0.131902,-0.012174,0.000000
-0.124985,-0.030856,0.000000
-0.111589,-0.052812,0.000000
-0.098955,-0.066548,0.000000
-0.079588,-0.080652,0.000000
-0.063869,-0.087827,0.000000
-0.042385,-0.092723,0.000000
