-0.104999,-0.153499,0.000000
-0.105180,-0.154002,0.010197
-0.105720,-0.155505,0.020283
-0.106614,-0.157993,0.030146
-0.107851,-0.161437,0.039680
-0.109418,-0.165799,0.048778
-0.111299,-0.171033,0.057342
-0.113472,-0.177081,0.065278
-0.115913,-0.183876,0.072498
-0.118597,-0.191344,0.078924
-0.121493,-0.199404,0.084486
-0.124569,-0.207966,0.089122
-0.127792,-0.216938,0.092781
-0.131128,-0.226221,0.095424
-0.134538,-0.235712,0.097021
-0.137986,-0.245309,0.097556
-0.141434,-0.254906,0.097021
-0.144844,-0.264397,0.095424
-0.148180,-0.273680,0.092781
-0.151403,-0.282651,0.089122
-0.154480,-0.291214,0.084486
-0.157375,-0.299273,0.078924
-0.160059,-0.306741,0.072498
-0.162500,-0.313537,0.065278
-0.164673,-0.319584,0.057342
-0.166554,-0.324818,0.048778
-0.168121,-0.329181,0.039680
-0.169359,-0.332625,0.030146
-0.170252,-0.335112,0.020283
-0.170792,-0.336615,0.010197
-0.170973,-0.337118,0.000000
-0.170792,-0.336615,-0.010197
-0.170252,-0.335112,-0.020283
-0.169359,-0.332625,-0.030146
-0.168121,-0.329181,-0.039680
-0.166554,-0.324818,-0.048778
-0.164673,-0.319584,-0.057342
-0.162500,-0.313537,-0.065278
-0.160059,-0.306741,-0.072498
-0.157375,-0.299273,-0.078924
-0.154480,-0.291214,-0.084486
-0.151403,-0.282651,-0.089122
-0.148180,-0.273680,-0.092781
-0.144844,-0.264397,-0.095424
-0.141434,-0.254906,-0.097021
-0.137986,-0.245309,-0.097556
-0.134538,-0.235712,-0.097021
-0.131128,-0.226221,-0.095424
-0.127792,-0.216938,-0.092781
-0.124569,-0.207966,-0.089122
-0.121493,-0.199404,-0.084486
-0.118597,-0.191344,-0.078924
-0.115913,-0.183876,-0.072498
-0.113472,-0.177081,-0.065278
-0.111299,-0.171033,-0.057342
-0.109418,-0.165799,-0.048778
-0.107851,-0.161437,-0.039680
-0.106614,-0.157993,-0.030146
-0.105720,-0.155505,-0.020283
-0.105180,-0.154002,-0.010197
-0.104999,-0.153499,-0.000000
