-0.034332,-0.033190,0.000000
-0.034376,-0.033516,0.006280
-0.034508,-0.034491,0.012490
-0.034726,-0.036104,0.018564
-0.035028,-0.038337,0.024435
-0.035411,-0.041166,0.030038
-0.035870,-0.044560,0.035311
-0.036400,-0.048481,0.040198
-0.036997,-0.052887,0.044645
-0.037652,-0.057730,0.048602
-0.038359,-0.062956,0.052027
-0.039110,-0.068509,0.054882
-0.039897,-0.074326,0.057135
-0.040711,-0.080345,0.058763
-0.041544,-0.086500,0.059746
-0.042385,-0.092723,0.060075
-0.043227,-0.098946,0.059746
-0.044060,-0.105100,0.058763
-0.044874,-0.111119,0.057135
-0.045661,-0.116937,0.054882
-0.046412,-0.122489,0.052027
-0.047119,-0.127715,0.048602
-0.047774,-0.132558,0.044645
-0.048371,-0.136964,0.040198
-0.048901,-0.140886,0.035311
-0.049360,-0.144280,0.030038
-0.049743,-0.147109,0.024435
-0.050045,-0.149342,0.018564
-0.050263,-0.150955,0.012490
-0.050395,-0.151930,0.006280
-0.050439,-0.152256,0.000000
-0.050395,-0.151930,-0.006280
-0.050263,-0.150955,-0.012490
-0.050045,-0.149342,-0.018564
-0.049743,-0.147109,-0.024435
-0.049360,-0.144280,-0.030038
-0.048901,-0.140886,-0.035311
-0.048371,-0.136964,-0.040198
-0.047774,-0.132558,-0.044645
-0.047119,-0.127715,-0.048602
-0.046412,-0.122489,-0.052027
-0.045661,-0.116937,-0.054882
-0.044874,-0.111119,-0.057135
-0.044060,-0.105100,-0.058763
-0.043227,-0.098946,-0.059746
-0.042385,-0.092723,-0.060075
-0.041544,-0.086500,-0.059746
-0.040711,-0.080345,-0.058763
-0.039897,-0.074326,-0.057135
-0.039110,-0.068509,-0.054882
-0.038359,-0.062956,-0.052027
-0.037652,-0.057730,-0.048602
-0.036997,-0.052887,-0.044645
-0.036400,-0.048481,-0.040198
-0.035870,-0.044560,-0.035311
-0.035411,-0.041166,-0.030038
-0.035028,-0.038337,-0.024435
-0.034726,-0.036104,-0.018564
-0.034508,-0.034491,-0.012490
-0.034376,-0.033516,-0.006280
-0.034332,-0.033190,-0.000000
