-0.050528,0.093647,0.000000
-0.050795,0.094029,0.008897
-0.051593,0.095171,0.017696
-0.052914,0.097061,0.026301
-0.054744,0.099677,0.034618
-0.057061,0.102992,0.042556
-0.059841,0.106969,0.050027
-0.063053,0.111564,0.056951
-0.066662,0.116727,0.063250
-0.070629,0.122402,0.068857
-0.074909,0.128525,0.073709
-0.079457,0.135031,0.077753
-0.084222,0.141848,0.080946
-0.089153,0.148901,0.083252
-0.094194,0.156113,0.084645
-0.099291,0.163404,0.085112
-0.104388,0.170696,0.084645
-0.109430,0.177908,0.083252
-0.114360,0.184961,0.080946
-0.119125,0.191777,0.077753
-0.123673,0.198283,0.073709
-0.127953,0.204407,0.068857
-0.131920,0.210081,0.063250
-0.135529,0.215244,0.056951
-0.138741,0.219840,0.050027
-0.141521,0.223816,0.042556
-0.143839,0.227131,0.034618
-0.145668,0.229748,0.026301
-0.146989,0.231638,0.017696
-0.147787,0.232780,0.008897
-0.148054,0.233162,0.000000
-0.147787,0.232780,-0.008897
-0.146989,0.231638,-0.017696
-0.145668,0.229748,-0.026301
-0.143839,0.227131,-0.034618
-0.141521,0.223816,-0.042556
-0.138741,0.219840,-0.050027
-0.135529,0.215244,-0.056951
-0.131920,0.210081,-0.063250
-0.127953,0.204407,-0.068857
-0.123673,0.198283,-0.073709
-0.119125,0.191777,-0.077753
-0.114360,0.184961,-0.080946
-0.109430,0.177908,-0.083252
-0.104388,0.170696,-0.084645
-0.099291,0.163404,-0.085112
-0.094194,0.156113,-0.084645
-0.089153,0.148901,-0.083252
-0.084222,0.141848,-0.080946
-0.079457,0.135031,-0.077753
-0.074909,0.128525,-0.073709
-0.070629,0.122402,-0.068857
-0.066662,0.116727,-0.063250
-0.063053,0.111564,-0.056951
-0.059841,0.106969,-0.050027
-0.057061,0.102992,-0.042556
-0.054744,0.099677,-0.034618
-0.052914,0.097061,-0.026301
-0.051593,0.095171,-0.017696
-0.050795,0.094029,-0.008897
-0.050528,0.093647,-0.000000
